,Partner,Product,2015,2016,2017,2018,2019,2020,2021,2022,Period/Period % Change (Value),Reporter Code,Partner Code,Product Code,
"1,""Canada"",""1"",""Sunflowerseed Oil"",""28,900"",""29,512"",""25,599"",""28,715"",""30,183"",""34,075"",""51,439"",""65,922"",""28"",""US"",""CA"",""0227AT"","
"1,""Canada"",""2"",""Palm Oil"",""6,215"",""8,385"",""16,289"",""12,733"",""4,102"",""3,721"",""4,242"",""10,349"",""144"",""US"",""CA"",""0216AT"","
"1,""Canada"",""3"",""Olive Oil"",""10,442"",""12,864"",""10,986"",""10,664"",""6,305"",""2,779"",""3,301"",""2,661"",""-19"",""US"",""CA"",""0217AT"","
"2,""Mexico"",""1"",""Sunflowerseed Oil"",""4,046"",""9,974"",""5,639"",""15,641"",""17,450"",""9,137"",""12,586"",""12,491"",""-1"",""US"",""MX"",""0227AT"","
"2,""Mexico"",""2"",""Olive Oil"",""5,755"",""3,919"",""4,987"",""5,707"",""3,701"",""2,432"",""3,095"",""4,162"",""34"",""US"",""MX"",""0217AT"","
"2,""Mexico"",""3"",""Palm Oil"",""8,445"",""5,594"",""5,150"",""1,244"",""939"",""462"",""782"",""1,864"",""138"",""US"",""MX"",""0216AT"","
"3,""Korea, South"",""1"",""Sunflowerseed Oil"",""23"",""184"",""146"",""193"",""883"",""2,485"",""2,774"",""4,821"",""74"",""US"",""KS"",""0227AT"","
"3,""Korea, South"",""2"",""Olive Oil"",""231"",""45"",""142"",""144"",""277"",""599"",""546"",""302"",""-45"",""US"",""KS"",""0217AT"","
"3,""Korea, South"",""3"",""Palm Oil"",""40"",""46"",""0"",""0"",""29"",""0"",""0"",""4"","""",""US"",""KS"",""0216AT"","
"4,""Taiwan"",""1"",""Sunflowerseed Oil"",""943"",""895"",""1,218"",""1,261"",""1,082"",""1,085"",""1,214"",""1,816"",""50"",""US"",""TW"",""0227AT"","
"4,""Taiwan"",""2"",""Olive Oil"",""573"",""456"",""1,803"",""159"",""38"",""244"",""270"",""277"",""2"",""US"",""TW"",""0217AT"","
"5,""Honduras"",""1"",""Sunflowerseed Oil"",""491"",""1,059"",""915"",""1,022"",""471"",""139"",""604"",""1,224"",""103"",""US"",""HO"",""0227AT"","
"5,""Honduras"",""2"",""Olive Oil"",""58"",""332"",""192"",""67"",""52"",""27"",""120"",""81"",""-33"",""US"",""HO"",""0217AT"","
"11,""Haiti"",""2"",""Palm Oil"",""86"",""1,588"",""0"",""549"",""0"",""0"",""0"",""0"","""",""US"",""HA"",""0216AT"","
"11,""Haiti"",""3"",""Sunflowerseed Oil"",""3"",""0"",""0"",""0"",""0"",""0"",""0"",""0"","""",""US"",""HA"",""0227AT"","
"12,""Hong Kong"",""1"",""Olive Oil"",""273"",""172"",""179"",""47"",""75"",""55"",""93"",""254"",""173"",""US"",""HK"",""0217AT"","
"12,""Hong Kong"",""2"",""Palm Oil"",""0"",""0"",""0"",""0"",""4"",""0"",""0"",""3"","""",""US"",""HK"",""0216AT"","
"12,""Hong Kong"",""3"",""Sunflowerseed Oil"",""0"",""0"",""32"",""3"",""4"",""0"",""0"",""0"","""",""US"",""HK"",""0227AT"","
"13,""Ecuador"",""1"",""Olive Oil"",""16"",""24"",""52"",""96"",""54"",""27"",""103"",""212"",""106"",""US"",""EC"",""0217AT"","
"13,""Ecuador"",""2"",""Sunflowerseed Oil"",""0"",""151"",""0"",""0"",""0"",""0"",""10"",""29"",""194"",""US"",""EC"",""0227AT"","
"13,""Ecuador"",""3"",""Palm Oil"",""0"",""0"",""0"",""13"",""0"",""31"",""0"",""0"","""",""US"",""EC"",""0216AT"","
"14,""Kyrgyzstan"",""1"",""Sunflowerseed Oil"",""78"",""0"",""59"",""80"",""0"",""149"",""0"",""153"","""",""US"",""KG"",""0227AT"","
"15,""China"",""1"",""Sunflowerseed Oil"",""187"",""333"",""233"",""27"",""55"",""220"",""146"",""117"",""-20"",""US"",""CH"",""0227AT"","
"15,""China"",""2"",""Olive Oil"",""26"",""24"",""111"",""111"",""99"",""430"",""24"",""34"",""45"",""US"",""CH"",""0217AT"","
"15,""China"",""3"",""Palm Oil"",""68"",""0"",""3"",""3"",""0"",""0"",""0"",""0"","""",""US"",""CH"",""0216AT"","
"16,""Venezuela"",""1"",""Olive Oil"",""9"",""94"",""69"",""70"",""231"",""174"",""28"",""134"",""373"",""US"",""VE"",""0217AT"","
"16,""Venezuela"",""2"",""Palm Oil"",""0"",""25"",""7"",""7"",""0"",""0"",""3,150"",""5"",""-100"",""US"",""VE"",""0216AT"","
"16,""Venezuela"",""3"",""Sunflowerseed Oil"",""0"",""44"",""0"",""0"",""0"",""0"",""0"",""0"","""",""US"",""VE"",""0227AT"","
"17,""Italy(*)"",""1"",""Olive Oil"",""135"",""420"",""286"",""110"",""357"",""62"",""227"",""130"",""-43"",""US"",""IT"",""0217AT"","
"17,""Italy(*)"",""2"",""Palm Oil"",""0"",""3"",""0"",""0"",""0"",""0"",""0"",""0"","""",""US"",""IT"",""0216AT"","
"17,""Italy(*)"",""3"",""Sunflowerseed Oil"",""36"",""0"",""228"",""39"",""85"",""104"",""116"",""0"","""",""US"",""IT"",""0227AT"","
"18,""Spain"",""1"",""Sunflowerseed Oil"",""0"",""0"",""0"",""0"",""0"",""95"",""419"",""118"",""-72"",""US"",""SP"",""0227AT"","
"18,""Spain"",""2"",""Olive Oil"",""10"",""351"",""31"",""109"",""79"",""263"",""119"",""3"",""-98"",""US"",""SP"",""0217AT"","
"19,""Nicaragua"",""1"",""Olive Oil"",""187"",""159"",""81"",""55"",""55"",""48"",""29"",""109"",""274"",""US"",""NU"",""0217AT"","
"19,""Nicaragua"",""2"",""Palm Oil"",""0"",""13"",""0"",""0"",""6"",""0"",""19"",""0"","""",""US"",""NU"",""0216AT"","
"19,""Nicaragua"",""3"",""Sunflowerseed Oil"",""48"",""0"",""7"",""0"",""0"",""0"",""0"",""0"","""",""US"",""NU"",""0227AT"","
"20,""Indonesia"",""1"",""Sunflowerseed Oil"",""38"",""13"",""37"",""7"",""56"",""56"",""130"",""81"",""-38"",""US"",""ID"",""0227AT"","
"20,""Indonesia"",""2"",""Palm Oil"",""0"",""0"",""26"",""62"",""39"",""8"",""4"",""15"",""273"",""US"",""ID"",""0216AT"","
"20,""Indonesia"",""3"",""Olive Oil"",""0"",""0"",""4"",""0"",""19"",""0"",""0"",""12"","""",""US"",""ID"",""0217AT"","
"21,""Brazil"",""1"",""Sunflowerseed Oil"",""0"",""12"",""65"",""24"",""27"",""20"",""89"",""98"",""10"",""US"",""BR"",""0227AT"","
"21,""Brazil"",""2"",""Palm Oil"",""0"",""56"",""0"",""3"",""0"",""0"",""0"",""0"","""",""US"",""BR"",""0216AT"","
"21,""Brazil"",""3"",""Olive Oil"",""99"",""0"",""21"",""11"",""14"",""0"",""0"",""0"","""",""US"",""BR"",""0217AT"","
"22,""Colombia"",""1"",""Olive Oil"",""309"",""727"",""389"",""120"",""108"",""456"",""23"",""57"",""144"",""US"",""CO"",""0217AT"","
"22,""Colombia"",""2"",""Sunflowerseed Oil"",""10"",""483"",""2,304"",""27"",""55"",""131"",""47"",""29"",""-39"",""US"",""CO"",""0227AT"","
"22,""Colombia"",""3"",""Palm Oil"",""0"",""3"",""0"",""0"",""53"",""4"",""0"",""0"","""",""US"",""CO"",""0216AT"","
"23,""Guatemala"",""1"",""Olive Oil"",""157"",""185"",""182"",""185"",""368"",""70"",""26"",""81"",""216"",""US"",""GT"",""0217AT"","
"23,""Guatemala"",""2"",""Palm Oil"",""0"",""0"",""0"",""9"",""11"",""4"",""0"",""0"","""",""US"",""GT"",""0216AT"","
"23,""Guatemala"",""3"",""Sunflowerseed Oil"",""0"",""0"",""11"",""0"",""0"",""0"",""0"",""0"","""",""US"",""GT"",""0227AT"","
"24,""Saudi Arabia"",""1"",""Olive Oil"",""143"",""6"",""37"",""45"",""36"",""21"",""45"",""75"",""67"",""US"",""SA"",""0217AT"","
"24,""Saudi Arabia"",""2"",""Palm Oil"",""0"",""0"",""63"",""23"",""5"",""0"",""0"",""0"","""",""US"",""SA"",""0216AT"","
"24,""Saudi Arabia"",""3"",""Sunflowerseed Oil"",""0"",""0"",""6"",""0"",""0"",""0"",""0"",""0"","""",""US"",""SA"",""0227AT"","
"25,""Vietnam"",""1"",""Olive Oil"",""4"",""0"",""3"",""7"",""61"",""71"",""33"",""31"",""-5"",""US"",""VM"",""0217AT"","
"25,""Vietnam"",""2"",""Sunflowerseed Oil"",""892"",""975"",""850"",""1,251"",""1,057"",""200"",""0"",""20"","""",""US"",""VM"",""0227AT"","
"25,""Vietnam"",""3"",""Palm Oil"",""0"",""62"",""0"",""0"",""19"",""0"",""0"",""16"","""",""US"",""VM"",""0216AT"","
"26,""Cuba"",""1"",""Olive Oil"",""0"",""0"",""0"",""0"",""0"",""5"",""9"",""66"",""664"",""US"",""CU"",""0217AT"","
"27,""France(*)"",""1"",""Palm Oil"",""0"",""0"",""0"",""4"",""32"",""0"",""3"",""40"",""1,127"",""US"",""FR"",""0216AT"","
"27,""France(*)"",""2"",""Olive Oil"",""0"",""0"",""0"",""0"",""0"",""54"",""0"",""11"","""",""US"",""FR"",""0217AT"","
"27,""France(*)"",""3"",""Sunflowerseed Oil"",""52"",""0"",""0"",""0"",""0"",""14"",""0"",""10"","""",""US"",""FR"",""0227AT"","
"28,""Morocco"",""1"",""Olive Oil"",""0"",""328"",""75"",""0"",""0"",""0"",""0"",""51"","""",""US"",""MO"",""0217AT"","
"29,""New Zealand(*)"",""1"",""Olive Oil"",""5"",""0"",""3"",""3"",""0"",""0"",""44"",""50"",""14"",""US"",""NZ"",""0217AT"","
"29,""New Zealand(*)"",""2"",""Sunflowerseed Oil"",""15"",""0"",""0"",""14"",""44"",""3"",""84"",""0"","""",""US"",""NZ"",""0227AT"","
"30,""Chile"",""1"",""Palm Oil"",""0"",""0"",""0"",""0"",""0"",""0"",""17"",""48"",""191"",""US"",""CI"",""0216AT"","
"30,""Chile"",""2"",""Olive Oil"",""543"",""50"",""64"",""314"",""365"",""113"",""158"",""0"","""",""US"",""CI"",""0217AT"","
"30,""Chile"",""3"",""Sunflowerseed Oil"",""75"",""0"",""0"",""0"",""3"",""0"",""0"",""0"","""",""US"",""CI"",""0227AT"","
"31,""Thailand"",""1"",""Palm Oil"",""0"",""0"",""30"",""0"",""0"",""48"",""139"",""22"",""-84"",""US"",""TH"",""0216AT"","
"31,""Thailand"",""2"",""Olive Oil"",""107"",""43"",""44"",""44"",""36"",""4"",""5"",""21"",""293"",""US"",""TH"",""0217AT"","
"31,""Thailand"",""3"",""Sunflowerseed Oil"",""21"",""15"",""9"",""109"",""119"",""76"",""32"",""0"","""",""US"",""TH"",""0227AT"","
"32,""Uruguay"",""1"",""Sunflowerseed Oil"",""0"",""7"",""575"",""14"",""13"",""29"",""35"",""41"",""19"",""US"",""UY"",""0227AT"","
"32,""Uruguay"",""2"",""Olive Oil"",""11"",""0"",""4"",""0"",""3"",""0"",""0"",""0"","""",""US"",""UY"",""0217AT"","
"33,""Costa Rica"",""1"",""Palm Oil"",""0"",""11"",""19"",""0"",""17"",""0"",""10"",""29"",""196"",""US"",""CS"",""0216AT"","
"33,""Costa Rica"",""2"",""Olive Oil"",""429"",""525"",""394"",""348"",""458"",""52"",""47"",""11"",""-77"",""US"",""CS"",""0217AT"","
"33,""Costa Rica"",""3"",""Sunflowerseed Oil"",""245"",""64"",""7"",""220"",""0"",""0"",""6"",""0"","""",""US"",""CS"",""0227AT"","
"34,""Philippines"",""1"",""Olive Oil"",""161"",""235"",""238"",""171"",""26"",""80"",""59"",""38"",""-35"",""US"",""RP"",""0217AT"","
"34,""Philippines"",""2"",""Sunflowerseed Oil"",""0"",""0"",""0"",""48"",""1,230"",""0"",""5"",""0"","""",""US"",""RP"",""0227AT"","
"35,""India"",""1"",""Olive Oil"",""42"",""19"",""5"",""38"",""7"",""16"",""5"",""31"",""508"",""US"",""IN"",""0217AT"","
"35,""India"",""2"",""Sunflowerseed Oil"",""0"",""32"",""12"",""99"",""317"",""278"",""127"",""5"",""-96"",""US"",""IN"",""0227AT"","
"36,""Peru"",""1"",""Sunflowerseed Oil"",""0"",""0"",""4"",""11"",""33"",""16"",""17"",""30"",""77"",""US"",""PE"",""0227AT"","
"36,""Peru"",""2"",""Olive Oil"",""24"",""21"",""31"",""22"",""22"",""62"",""18"",""6"",""-67"",""US"",""PE"",""0217AT"","
"37,""Nigeria"",""1"",""Olive Oil"",""0"",""12"",""0"",""0"",""4"",""33"",""3"",""22"",""667"",""US"",""NI"",""0217AT"","
"37,""Nigeria"",""2"",""Palm Oil"",""0"",""0"",""0"",""0"",""0"",""5"",""6"",""4"",""-29"",""US"",""NI"",""0216AT"","
"37,""Nigeria"",""3"",""Sunflowerseed Oil"",""5"",""0"",""0"",""0"",""0"",""0"",""0"",""0"","""",""US"",""NI"",""0227AT"","
"38,""Argentina"",""1"",""Palm Oil"",""0"",""0"",""0"",""0"",""0"",""0"",""0"",""17"","""",""US"",""AR"",""0216AT"","
"38,""Argentina"",""2"",""Olive Oil"",""0"",""0"",""0"",""4"",""3"",""0"",""0"",""7"","""",""US"",""AR"",""0217AT"","
"38,""Argentina"",""3"",""Sunflowerseed Oil"",""0"",""0"",""0"",""30"",""358"",""0"",""0"",""0"","""",""US"",""AR"",""0227AT"","
"39,""Iceland"",""1"",""Sunflowerseed Oil"",""0"",""0"",""17"",""0"",""0"",""14"",""0"",""14"","""",""US"",""IC"",""0227AT"","
"39,""Iceland"",""2"",""Olive Oil"",""0"",""5"",""0"",""8"",""3"",""0"",""0"",""0"","""",""US"",""IC"",""0217AT"","
"40,""Germany(*)"",""1"",""Sunflowerseed Oil"",""0"",""0"",""4"",""17"",""4,821"",""4"",""0"",""14"","""",""US"",""GM"",""0227AT"","
"40,""Germany(*)"",""2"",""Palm Oil"",""0"",""0"",""0"",""0"",""0"",""13"",""0"",""0"","""",""US"",""GM"",""0216AT"","
"40,""Germany(*)"",""3"",""Olive Oil"",""10"",""29"",""18"",""18"",""0"",""0"",""0"",""0"","""",""US"",""GM"",""0217AT"","
"41,""Austria"",""1"",""Sunflowerseed Oil"",""0"",""0"",""0"",""0"",""0"",""0"",""0"",""4"","""",""US"",""AU"",""0227AT"","
"41,""Austria"",""2"",""Olive Oil"",""0"",""0"",""0"",""0"",""7"",""0"",""0"",""0"","""",""US"",""AU"",""0217AT"","
"42,""Singapore"",""1"",""Sunflowerseed Oil"",""107"",""15"",""75"",""36"",""301"",""3"",""0"",""4"","""",""US"",""SN"",""0227AT"","
"42,""Singapore"",""2"",""Palm Oil"",""0"",""0"",""0"",""3"",""3"",""8"",""0"",""0"","""",""US"",""SN"",""0216AT"","
"42,""Singapore"",""3"",""Olive Oil"",""89"",""10"",""33"",""232"",""15"",""12"",""4"",""0"","""",""US"",""SN"",""0217AT"","
"43,""Denmark(*)"",""1"",""Palm Oil"",""0"",""0"",""103"",""0"",""0"",""0"",""0"",""4"","""",""US"",""DA"",""0216AT"","
"43,""Denmark(*)"",""2"",""Olive Oil"",""0"",""0"",""0"",""0"",""3"",""0"",""0"",""0"","""",""US"",""DA"",""0217AT"","
"44,""South Africa"",""1"",""Sunflowerseed Oil"",""0"",""9"",""0"",""0"",""0"",""0"",""0"",""3"","""",""US"",""SF"",""0227AT"","
"44,""South Africa"",""2"",""Palm Oil"",""0"",""0"",""0"",""0"",""0"",""9"",""0"",""0"","""",""US"",""SF"",""0216AT"","
"44,""South Africa"",""3"",""Olive Oil"",""0"",""0"",""0"",""7"",""6"",""0"",""0"",""0"","""",""US"",""SF"",""0217AT"","
"45,""United Arab Emirates"",""1"",""Olive Oil"",""34"",""34"",""166"",""61"",""163"",""50"",""54"",""3"",""-95"",""US"",""AE"",""0217AT"","
"45,""United Arab Emirates"",""2"",""Palm Oil"",""0"",""0"",""0"",""14"",""0"",""0"",""0"",""0"","""",""US"",""AE"",""0216AT"","
"45,""United Arab Emirates"",""3"",""Sunflowerseed Oil"",""0"",""0"",""0"",""0"",""7"",""0"",""0"",""0"","""",""US"",""AE"",""0227AT"","
"46,""Malaysia"",""1"",""Sunflowerseed Oil"",""0"",""3"",""45"",""1,444"",""8,750"",""1,694"",""177"",""3"",""-98"",""US"",""MY"",""0227AT"","
"46,""Malaysia"",""2"",""Palm Oil"",""0"",""0"",""0"",""0"",""0"",""402"",""4"",""0"","""",""US"",""MY"",""0216AT"","
"46,""Malaysia"",""3"",""Olive Oil"",""0"",""3"",""14"",""0"",""0"",""0"",""4"",""0"","""",""US"",""MY"",""0217AT"","
"47,""Albania"",""1"",""Sunflowerseed Oil"",""0"",""0"",""0"",""5"",""0"",""0"",""0"",""0"","""",""US"",""AL"",""0227AT"","
"48,""Bahrain"",""1"",""Olive Oil"",""7"",""0"",""13"",""10"",""37"",""3"",""0"",""0"","""",""US"",""BA"",""0217AT"","
"49,""Cameroon"",""1"",""Palm Oil"",""0"",""0"",""0"",""0"",""0"",""0"",""19"",""0"","""",""US"",""CM"",""0216AT"","
"49,""Cameroon"",""2"",""Olive Oil"",""0"",""3"",""0"",""0"",""0"",""0"",""0"",""0"","""",""US"",""CM"",""0217AT"","
"50,""Egypt"",""1"",""Sunflowerseed Oil"",""0"",""0"",""13"",""0"",""0"",""0"",""0"",""0"","""",""US"",""EG"",""0227AT"","
"51,""Ireland"",""1"",""Olive Oil"",""0"",""0"",""0"",""0"",""0"",""0"",""177"",""0"","""",""US"",""EI"",""0217AT"","
"51,""Ireland"",""2"",""Sunflowerseed Oil"",""0"",""4"",""0"",""4"",""0"",""4"",""3"",""0"","""",""US"",""EI"",""0227AT"","
"52,""Finland"",""1"",""Palm Oil"",""13"",""0"",""0"",""0"",""0"",""0"",""0"",""0"","""",""US"",""FI"",""0216AT"","
"53,""Georgia"",""1"",""Olive Oil"",""8"",""0"",""0"",""0"",""0"",""0"",""0"",""0"","""",""US"",""GG"",""0217AT"","
"54,""Ghana"",""1"",""Olive Oil"",""0"",""0"",""0"",""0"",""6"",""5"",""0"",""0"","""",""US"",""GH"",""0217AT"","
"55,""Greece"",""1"",""Olive Oil"",""4"",""0"",""0"",""0"",""3"",""0"",""365"",""0"","""",""US"",""GR"",""0217AT"","
"56,""Israel(*)"",""1"",""Palm Oil"",""0"",""0"",""0"",""8"",""0"",""0"",""0"",""0"","""",""US"",""IS"",""0216AT"","
"56,""Israel(*)"",""2"",""Olive Oil"",""303"",""361"",""561"",""325"",""253"",""478"",""769"",""0"","""",""US"",""IS"",""0217AT"","
"56,""Israel(*)"",""3"",""Sunflowerseed Oil"",""0"",""0"",""29"",""0"",""0"",""0"",""0"",""0"","""",""US"",""IS"",""0227AT"","
"57,""Iraq"",""1"",""Olive Oil"",""0"",""57"",""7"",""19"",""0"",""0"",""0"",""0"","""",""US"",""IZ"",""0217AT"","
"58,""Jordan"",""1"",""Palm Oil"",""0"",""0"",""23"",""30"",""0"",""0"",""0"",""0"","""",""US"",""JO"",""0216AT"","
"58,""Jordan"",""2"",""Sunflowerseed Oil"",""0"",""39"",""0"",""0"",""0"",""0"",""0"",""0"","""",""US"",""JO"",""0227AT"","
"59,""Kenya"",""1"",""Olive Oil"",""0"",""0"",""5"",""0"",""0"",""0"",""0"",""0"","""",""US"",""KE"",""0217AT"","
"60,""Kuwait"",""1"",""Olive Oil"",""24"",""22"",""29"",""17"",""35"",""0"",""0"",""0"","""",""US"",""KU"",""0217AT"","
"61,""Lebanon"",""1"",""Olive Oil"",""0"",""14"",""0"",""0"",""5"",""0"",""60"",""0"","""",""US"",""LE"",""0217AT"","
"62,""Latvia"",""1"",""Sunflowerseed Oil"",""0"",""241"",""0"",""0"",""0"",""0"",""0"",""0"","""",""US"",""LG"",""0227AT"","
"63,""Lithuania"",""1"",""Olive Oil"",""3"",""0"",""0"",""0"",""0"",""0"",""0"",""0"","""",""US"",""LH"",""0217AT"","
"64,""Liberia"",""1"",""Palm Oil"",""0"",""9"",""0"",""0"",""0"",""0"",""0"",""0"","""",""US"",""LI"",""0216AT"","
"64,""Liberia"",""2"",""Olive Oil"",""0"",""0"",""0"",""0"",""11"",""0"",""0"",""0"","""",""US"",""LI"",""0217AT"","
"65,""Paraguay"",""1"",""Olive Oil"",""6"",""0"",""0"",""0"",""32"",""0"",""0"",""0"","""",""US"",""PA"",""0217AT"","
"66,""Pakistan"",""1"",""Olive Oil"",""4"",""0"",""31"",""35"",""21"",""0"",""0"",""0"","""",""US"",""PK"",""0217AT"","
"66,""Pakistan"",""2"",""Sunflowerseed Oil"",""0"",""0"",""8"",""0"",""0"",""0"",""0"",""0"","""",""US"",""PK"",""0227AT"","
"67,""Poland"",""1"",""Olive Oil"",""15"",""7"",""81"",""0"",""35"",""80"",""22"",""0"","""",""US"",""PL"",""0217AT"","
"67,""Poland"",""2"",""Sunflowerseed Oil"",""0"",""0"",""0"",""0"",""6"",""0"",""0"",""0"","""",""US"",""PL"",""0227AT"","
"68,""Portugal"",""1"",""Olive Oil"",""0"",""0"",""2,821"",""597"",""3"",""0"",""0"",""0"","""",""US"",""PO"",""0217AT"","
"68,""Portugal"",""2"",""Sunflowerseed Oil"",""0"",""0"",""0"",""0"",""19"",""0"",""0"",""0"","""",""US"",""PO"",""0227AT"","
"69,""Qatar"",""1"",""Palm Oil"",""0"",""11"",""0"",""0"",""0"",""0"",""0"",""0"","""",""US"",""QA"",""0216AT"","
"69,""Qatar"",""2"",""Olive Oil"",""0"",""0"",""14"",""23"",""3"",""0"",""0"",""0"","""",""US"",""QA"",""0217AT"","
"70,""Russia"",""1"",""Olive Oil"",""0"",""0"",""0"",""0"",""0"",""0"",""4"",""0"","""",""US"",""RS"",""0217AT"","
"71,""Sierra Leone"",""1"",""Olive Oil"",""156"",""230"",""82"",""3"",""0"",""0"",""0"",""0"","""",""US"",""SL"",""0217AT"","
"72,""Sweden"",""1"",""Olive Oil"",""0"",""0"",""0"",""5"",""0"",""0"",""0"",""0"","""",""US"",""SW"",""0217AT"","
"73,""Switzerland(*)"",""1"",""Olive Oil"",""0"",""0"",""0"",""20"",""0"",""0"",""0"",""0"","""",""US"",""SZ"",""0217AT"","
"73,""Switzerland(*)"",""2"",""Sunflowerseed Oil"",""0"",""0"",""0"",""0"",""6"",""0"",""0"",""0"","""",""US"",""SZ"",""0227AT"","
"74,""Tunisia"",""1"",""Olive Oil"",""519"",""287"",""264"",""800"",""0"",""0"",""0"",""0"","""",""US"",""TS"",""0217AT"","
"75,""Turkey"",""1"",""Olive Oil"",""0"",""0"",""0"",""0"",""190"",""0"",""6"",""0"","""",""US"",""TU"",""0217AT"","
"75,""Turkey"",""2"",""Sunflowerseed Oil"",""0"",""0"",""0"",""0"",""19"",""0"",""0"",""0"","""",""US"",""TU"",""0227AT"","
"76,""Tanzania"",""1"",""Sunflowerseed Oil"",""67"",""0"",""116"",""184"",""0"",""0"",""0"",""0"","""",""US"",""TZ"",""0227AT"","


